make,model,version,gear_type,fuel_type,power,kms,registration,price,is_prediction,rep_id,price_base,status,damages,diagnostico_dmgs
190,271,1496,3,2,110,48380,05/2022,12499,False,1,12499,tasado,,perfecto
194,350,1916,3,2,100,12301,09/2020,13299,False,1,13299,tasado,,perfecto
345,601,2991,3,2,67,25849,10/2022,12499,False,1,12499,tasado,,perfecto
650,1079,5779,1,2,131,33745,04/2023,18799,False,1,18799,tasado,,perfecto
790,1240,6940,1,3,245,51566,07/2021,31299,False,1,31299,tasado,,perfecto
235,417,2078,1,2,181,88827,05/2021,21499,False,1,21499,tasado,,perfecto
550,839,4058,1,1,150,135547,08/2014,12399,False,1,12399,tasado,,perfecto
130,174,1103,3,1,150,64267,05/2020,22999,False,1,22999,tasado,,perfecto
570,872,4222,1,2,136,50545,06/2021,26099,False,1,26099,tasado,,perfecto
868,932,5059,3,2,106,79593,07/2022,13899,False,1,13899,tasado,,perfecto
670,1127,6151,3,1,120,114752,02/2015,10599,False,1,10599,tasado,,perfecto
285,505,2483,1,2,125,45401,06/2018,15499,False,1,15499,tasado,,perfecto
670,1116,6072,1,3,224,36116,01/2023,29799,False,1,29799,tasado,,perfecto
285,509,2510,3,2,125,86113,02/2022,13399,False,1,13399,tasado,,perfecto
285,501,2461,3,1,95,154636,05/2014,8799,False,1,8799,tasado,,perfecto
670,1127,6148,3,2,130,88510,08/2020,13499,False,1,13499,tasado,,perfecto
380,653,3224,3,1,180,76681,10/2018,20099,False,1,20099,tasado,,perfecto
790,1233,6872,3,2,85,106398,06/2014,8499,False,1,8499,tasado,,perfecto
570,898,4638,1,1,135,121829,07/2016,19799,False,1,19799,tasado,,perfecto
790,1235,6924,1,1,150,134892,01/2020,17099,False,1,17099,tasado,,perfecto
650,1060,5628,1,2,170,105703,04/2017,12999,False,1,12999,tasado,,perfecto
730,765,3781,3,1,150,109428,01/2020,20299,False,1,20299,tasado,,perfecto
225,1029,5477,3,1,130,132401,01/2018,14599,False,1,14599,tasado,,perfecto
550,839,4055,3,2,186,6971,01/2025,28399,False,1,28399,tasado,,perfecto
860,1397,7593,1,3,116,36303,12/2020,18499,False,1,18499,tasado,,perfecto
390,679,3397,1,3,241,40131,04/2022,21499,False,1,21499,tasado,,perfecto
190,277,1548,3,2,109,82945,12/2017,9299,False,1,9299,tasado,,perfecto
830,1320,7273,3,2,83,55647,10/2018,12499,False,1,12499,tasado,,perfecto
425,727,3589,3,2,101,88207,05/2021,13999,False,1,13999,tasado,,perfecto
345,604,3016,3,2,100,80426,08/2016,10799,False,1,10799,tasado,,perfecto
570,898,4638,1,1,150,90318,09/2022,31299,False,1,31299,tasado,,perfecto
720,1171,6430,1,2,140,34910,04/2022,20999,False,1,20999,tasado,,perfecto
860,1397,7593,1,3,101,42717,03/2015,13599,False,1,13599,tasado,,perfecto
235,417,2078,1,2,181,71854,11/2020,20699,False,1,20699,tasado,,perfecto
650,1055,5578,1,2,150,128525,04/2016,10999,False,1,10999,tasado,,perfecto
345,615,3076,1,3,141,83320,07/2021,17699,False,1,17699,tasado,,perfecto
790,1240,6940,1,3,245,88537,07/2021,30199,False,1,30199,tasado,,perfecto
570,898,4634,1,2,136,38623,05/2022,29599,False,1,29599,tasado,,perfecto
580,958,5170,1,2,178,18445,11/2022,25999,False,1,25999,tasado,,perfecto
345,602,3004,3,2,100,29023,01/2014,9999,False,1,9999,tasado,,perfecto
570,881,4388,1,1,150,106137,05/2022,31399,False,1,31399,tasado,,perfecto
860,1362,7441,1,3,122,32398,09/2022,24699,False,1,24699,tasado,,perfecto
194,350,1912,3,2,90,23527,06/2020,12599,False,1,12599,tasado,,perfecto
225,1029,5476,3,2,163,88408,04/2017,14999,False,1,14999,tasado,,perfecto
345,601,2996,3,2,87,24990,06/2015,9499,False,1,9499,tasado,,perfecto
650,1071,5711,3,1,135,79784,03/2017,11999,False,1,11999,tasado,,perfecto
905,1461,8032,3,1,150,96103,10/2016,28099,False,1,28099,tasado,,perfecto
580,954,5143,3,1,115,117463,06/2018,13799,False,1,13799,tasado,,perfecto
340,571,2911,1,2,130,65965,11/2016,17399,False,1,17399,tasado,,perfecto
550,849,4115,3,2,120,81913,04/2016,15499,False,1,15499,tasado,,perfecto
580,958,5176,3,1,90,98941,04/2014,10799,False,1,10799,tasado,,perfecto
194,350,1916,3,2,101,86455,07/2020,11999,False,1,11999,tasado,,perfecto
580,956,5150,1,1,150,123055,12/2019,17899,False,1,17899,tasado,,perfecto
60,84,391,2,2,150,104656,02/2021,27599,False,1,27599,tasado,,perfecto
910,1516,8478,1,1,190,120091,04/2018,24499,False,1,24499,tasado,,perfecto
345,626,3123,1,3,265,109169,07/2022,23999,False,1,23999,tasado,,perfecto
800,1257,7022,1,2,150,40940,04/2022,26599,False,1,26599,tasado,,perfecto
670,1126,6138,3,2,101,67822,02/2020,13399,False,1,13399,tasado,,perfecto
860,1397,7592,3,2,110,51564,07/2020,15099,False,1,15099,tasado,,perfecto
905,1475,8077,3,2,125,85121,06/2018,18899,False,1,18899,tasado,,perfecto
345,589,2962,1,2,101,12268,08/2024,19899,False,1,19899,tasado,,perfecto
190,272,1510,3,2,110,96174,06/2020,9299,False,1,9299,tasado,,perfecto
590,978,5289,1,3,224,60713,12/2021,23699,False,1,23699,tasado,,perfecto
425,723,3553,1,3,230,93805,08/2021,30999,False,1,30999,tasado,,perfecto
860,1398,7599,1,3,116,3711,12/2023,25799,False,1,25799,tasado,,perfecto
720,1175,6462,3,2,140,26646,11/2022,17499,False,1,17499,tasado,,perfecto
130,158,831,1,1,150,148485,04/2017,13999,False,1,13999,tasado,,perfecto
670,1138,6242,1,1,131,81423,02/2020,20399,False,1,20399,tasado,,perfecto
720,1182,6537,3,1,130,103299,06/2014,10499,False,1,10499,tasado,,perfecto
670,1106,5975,3,2,101,65903,07/2020,10899,False,1,10899,tasado,,perfecto
580,954,5138,1,1,150,52757,12/2015,14699,False,1,14699,tasado,,perfecto
425,727,3590,3,2,85,40092,05/2020,13699,False,1,13699,tasado,,perfecto
425,718,3536,3,2,84,13721,09/2022,14199,False,1,14199,tasado,,perfecto
390,675,3366,1,2,129,19174,04/2023,24599,False,1,24599,tasado,,perfecto
905,1446,7941,3,1,150,130217,06/2017,18399,False,1,18399,tasado,,perfecto
285,535,2752,3,1,100,94936,09/2016,14099,False,1,14099,tasado,,perfecto
340,574,2924,1,3,122,8863,05/2025,24999,False,1,24999,tasado,,perfecto
860,1359,7429,1,2,72,86465,05/2020,11999,False,1,11999,tasado,,perfecto
670,1111,6027,3,1,150,153415,02/2015,8999,False,1,8999,tasado,,perfecto
830,1329,7302,3,2,83,81219,04/2023,15499,False,1,15499,tasado,,perfecto
720,1191,6639,1,2,205,56196,06/2018,18399,False,1,18399,tasado,,perfecto
860,1366,7470,1,3,122,88370,04/2022,18699,False,1,18699,tasado,,perfecto
570,898,4638,1,1,150,84407,09/2023,35599,False,1,35599,tasado,,perfecto
190,267,1462,3,2,110,94266,12/2016,9899,False,1,9899,tasado,,perfecto
285,536,2761,3,1,100,39429,06/2020,16099,False,1,16099,tasado,,perfecto
650,1063,5648,3,1,102,43095,11/2020,16599,False,1,16599,tasado,,perfecto
790,1227,6834,1,2,115,76426,10/2018,14899,False,1,14899,tasado,,perfecto
860,1362,7441,1,3,122,86286,03/2019,19599,False,1,19599,tasado,,perfecto
910,1516,8469,1,2,129,67497,04/2022,24899,False,1,24899,tasado,,perfecto
550,850,4118,1,2,165,44121,09/2022,27299,False,1,27299,tasado,,perfecto
800,1252,6998,3,2,116,2126,11/2024,18599,False,1,18599,tasado,,perfecto
720,1185,6573,3,1,130,110773,06/2017,14799,False,1,14799,tasado,,perfecto
190,272,1512,3,1,102,51162,02/2020,12799,False,1,12799,tasado,,perfecto
790,1229,6842,1,2,150,98694,09/2017,17999,False,1,17999,tasado,,perfecto
285,510,2530,3,2,155,37337,09/2023,21799,False,1,21799,tasado,,perfecto
650,1065,5660,3,2,90,124072,08/2015,7799,False,1,7799,tasado,,perfecto
550,841,4067,3,2,145,43689,12/2022,22499,False,1,22499,tasado,,perfecto
190,277,1548,3,2,110,74028,07/2018,10099,False,1,10099,tasado,,perfecto
905,1478,8112,3,1,105,129746,05/2014,11699,False,1,11699,tasado,,perfecto
380,654,3237,1,1,180,95492,11/2020,22299,False,1,22299,tasado,,perfecto
860,1359,7429,1,2,70,64757,10/2016,11499,False,1,11499,tasado,,perfecto
190,284,1606,3,2,131,43817,05/2019,14599,False,1,14599,tasado,,perfecto
425,718,3536,3,2,84,48052,12/2020,12199,False,1,12199,tasado,,perfecto
425,725,3577,3,1,115,118522,10/2015,12699,False,1,12699,tasado,,perfecto
225,1029,5471,1,2,159,64213,06/2019,18499,False,1,18499,tasado,,perfecto
190,272,1510,3,2,110,27410,09/2020,11299,False,1,11299,tasado,,perfecto
790,1235,6914,3,2,131,28774,03/2020,16699,False,1,16699,tasado,,perfecto
345,604,3030,3,2,280,42562,01/2022,32599,False,1,32599,tasado,,perfecto
650,1071,5711,3,1,135,82205,01/2017,12199,False,1,12199,tasado,,perfecto
720,1191,6633,3,1,110,59805,11/2018,14499,False,1,14499,tasado,,perfecto
550,850,4119,1,2,165,67110,06/2023,28099,False,1,28099,tasado,,perfecto
190,267,1465,3,1,102,30811,12/2020,18599,False,1,18599,tasado,,perfecto
860,1359,7429,3,2,70,57154,01/2016,9499,False,1,9499,tasado,,perfecto
868,928,5047,1,3,258,45866,10/2021,19799,False,1,19799,tasado,,perfecto
720,1191,6639,1,2,205,93036,11/2017,17199,False,1,17199,tasado,,perfecto
345,608,3043,1,3,141,125251,11/2017,14599,False,1,14599,tasado,,perfecto
189,324,1794,1,3,245,122799,04/2021,23799,False,1,23799,tasado,,perfecto
285,510,2532,1,2,182,30642,01/2020,19899,False,1,19899,tasado,,perfecto
425,725,3576,1,3,252,17106,08/2023,31599,False,1,31599,tasado,,perfecto
860,1397,7593,1,3,101,83372,01/2017,13199,False,1,13199,tasado,,perfecto
670,1138,6242,3,1,130,104166,01/2019,16599,False,1,16599,tasado,,perfecto
910,1516,8472,1,3,261,114631,02/2021,26799,False,1,26799,tasado,,perfecto
720,1174,6449,1,1,90,58542,09/2016,13099,False,1,13099,tasado,,perfecto
130,157,809,1,2,178,34049,05/2024,31799,False,1,31799,tasado,,perfecto
280,479,2315,3,2,70,66767,03/2014,7899,False,1,7899,tasado,,perfecto
189,324,1797,1,2,150,94597,05/2022,22899,False,1,22899,tasado,,perfecto
905,1475,8084,3,1,150,101936,11/2019,23399,False,1,23399,tasado,,perfecto
810,1283,7154,3,1,136,40379,03/2021,15999,False,1,15999,tasado,,perfecto
905,1425,7764,1,2,220,98836,08/2014,19799,False,1,19799,tasado,,perfecto
860,1397,7593,1,3,116,12629,07/2025,23899,False,1,23899,tasado,,perfecto
670,1127,6149,3,1,131,62770,07/2022,17499,False,1,17499,tasado,,perfecto
194,350,1912,3,2,90,15050,08/2019,11699,False,1,11699,tasado,,perfecto
60,101,598,3,1,150,56209,06/2017,21999,False,1,21999,tasado,,perfecto
790,1233,6869,3,2,95,27184,06/2017,12499,False,1,12499,tasado,,perfecto
570,876,4284,1,1,116,87642,01/2022,24099,False,1,24099,tasado,,perfecto
860,1397,7593,1,3,100,91929,05/2016,11999,False,1,11999,tasado,,perfecto
194,346,1889,3,2,75,61042,05/2015,7999,False,1,7999,tasado,,perfecto
285,510,2533,3,1,120,128823,07/2016,9599,False,1,9599,tasado,,perfecto
285,538,2781,3,1,130,78582,02/2022,30299,False,1,30299,tasado,,perfecto
285,514,2595,3,1,115,85974,04/2015,9899,False,1,9899,tasado,,perfecto
905,1446,7937,3,2,125,95297,06/2016,15999,False,1,15999,tasado,,perfecto
550,853,4131,3,2,122,90314,09/2020,20099,False,1,20099,tasado,,perfecto
190,292,1642,3,2,82,123688,05/2018,7099,False,1,7099,tasado,,perfecto
550,850,4117,1,2,160,80287,02/2018,20099,False,1,20099,tasado,,perfecto
194,350,1916,3,2,91,7795,08/2021,14399,False,1,14399,tasado,,perfecto
720,1183,6550,3,1,110,137953,11/2016,12499,False,1,12499,tasado,,perfecto
905,1471,8063,3,2,115,67894,08/2018,16899,False,1,16899,tasado,,perfecto
720,1174,6443,1,2,120,109560,04/2017,11499,False,1,11499,tasado,,perfecto
670,1127,6148,3,2,130,90802,10/2020,14499,False,1,14499,tasado,,perfecto
380,653,3229,1,2,200,53550,11/2021,24799,False,1,24799,tasado,,perfecto
550,853,4130,1,2,186,41336,11/2022,25199,False,1,25199,tasado,,perfecto
194,350,1916,3,2,91,67346,07/2021,12999,False,1,12999,tasado,,perfecto
60,82,313,3,1,110,135644,03/2016,14499,False,1,14499,tasado,,perfecto
670,1111,6018,3,1,100,76718,08/2016,10699,False,1,10699,tasado,,perfecto
790,1240,6942,1,1,150,81671,03/2022,28199,False,1,28199,tasado,,perfecto
345,602,3003,3,2,85,81481,07/2017,10099,False,1,10099,tasado,,perfecto
570,886,4514,1,1,195,130974,01/2017,24999,False,1,24999,tasado,,perfecto
345,615,3073,3,2,120,59353,12/2017,14399,False,1,14399,tasado,,perfecto
800,1256,7019,3,2,150,68439,06/2020,17799,False,1,17799,tasado,,perfecto
860,1362,7441,1,3,140,23927,05/2024,27999,False,1,27999,tasado,,perfecto
130,174,1103,1,1,150,119530,10/2020,23799,False,1,23799,tasado,,perfecto
905,1461,8032,1,1,150,110459,01/2019,32099,False,1,32099,tasado,,perfecto
550,850,4117,3,2,165,71076,07/2021,22099,False,1,22099,tasado,,perfecto
790,1229,6843,3,2,150,12814,03/2023,24899,False,1,24899,tasado,,perfecto
280,454,2173,3,2,140,144461,06/2017,9599,False,1,9599,tasado,,perfecto
905,1471,8067,3,1,150,73198,10/2019,21399,False,1,21399,tasado,,perfecto
800,1257,7024,3,1,150,91094,06/2022,21399,False,1,21399,tasado,,perfecto
910,1511,8385,1,1,197,109480,06/2023,28299,False,1,28299,tasado,,perfecto
905,1407,7650,3,1,102,105492,01/2018,16499,False,1,16499,tasado,,perfecto
730,769,3842,1,1,258,99300,06/2016,24999,False,1,24999,tasado,,perfecto
830,1324,7285,3,2,129,31027,03/2023,20399,False,1,20399,tasado,,perfecto
425,711,3506,3,2,65,76428,11/2015,8599,False,1,8599,tasado,,perfecto
225,1029,5472,3,2,140,8972,03/2025,25999,False,1,25999,tasado,,perfecto
860,1366,7473,1,3,184,31570,01/2022,24399,False,1,24399,tasado,,perfecto
390,679,3402,3,2,110,101163,06/2018,12999,False,1,12999,tasado,,perfecto
380,653,3221,1,1,150,138461,07/2020,15099,False,1,15099,tasado,,perfecto
905,1470,8060,3,2,110,33214,12/2022,18999,False,1,18999,tasado,,perfecto
860,1392,7570,1,3,197,112669,07/2016,21199,False,1,21199,tasado,,perfecto
650,1065,5660,3,2,90,24455,06/2019,11199,False,1,11199,tasado,,perfecto
670,1111,6015,1,1,131,33701,10/2022,21099,False,1,21099,tasado,,perfecto
905,1444,7906,3,2,90,21424,01/2017,13199,False,1,13199,tasado,,perfecto
905,1427,7776,1,2,150,69708,02/2021,21899,False,1,21899,tasado,,perfecto
905,1444,7900,3,2,80,47255,04/2021,14299,False,1,14299,tasado,,perfecto
345,615,3073,3,2,120,76575,05/2018,14099,False,1,14099,tasado,,perfecto
910,1519,8525,1,2,320,143739,01/2016,24899,False,1,24899,tasado,,perfecto
60,75,252,1,1,90,126487,05/2014,11699,False,1,11699,tasado,,perfecto
830,1332,7320,3,2,129,55213,11/2023,19799,False,1,19799,tasado,,perfecto
225,1029,5472,1,2,158,28229,03/2024,27099,False,1,27099,tasado,,perfecto
790,1235,6911,1,2,150,76462,01/2021,20999,False,1,20999,tasado,,perfecto
790,1235,6911,1,2,150,22460,06/2024,23399,False,1,23399,tasado,,perfecto
570,898,4637,1,2,163,78618,05/2022,32299,False,1,32299,tasado,,perfecto
650,1076,5759,3,2,75,31690,06/2017,8599,False,1,8599,tasado,,perfecto
905,1475,8084,3,1,150,56802,02/2022,32699,False,1,32699,tasado,,perfecto
905,1444,7906,1,2,90,156078,12/2015,10499,False,1,10499,tasado,,perfecto
60,87,450,1,1,150,131673,01/2019,22499,False,1,22499,tasado,,perfecto
340,562,2871,3,1,120,108099,06/2014,12299,False,1,12299,tasado,,perfecto
190,271,1504,3,1,75,77466,01/2018,10399,False,1,10399,tasado,,perfecto
60,83,357,1,3,204,13565,11/2021,23899,False,1,23899,tasado,,perfecto
860,1359,7429,1,2,70,45242,01/2017,11799,False,1,11799,tasado,,perfecto
190,277,1551,3,1,100,97284,06/2015,8999,False,1,8999,tasado,,perfecto
670,1127,6148,3,2,130,42831,11/2019,15699,False,1,15699,tasado,,perfecto
650,1065,5660,3,2,100,65900,10/2014,8099,False,1,8099,tasado,,perfecto
905,1407,7638,3,2,114,122340,03/2022,20999,False,1,20999,tasado,,perfecto
285,510,2530,3,2,155,52594,05/2023,20299,False,1,20299,tasado,,perfecto
670,1106,5981,3,1,100,52531,12/2015,9099,False,1,9099,tasado,,perfecto
720,1183,6550,3,1,110,78977,05/2016,14199,False,1,14199,tasado,,perfecto
60,92,521,1,1,218,118828,08/2016,24699,False,1,24699,tasado,,perfecto
790,1240,6942,1,1,150,85921,09/2021,27099,False,1,27099,tasado,,perfecto
650,1063,5647,3,2,110,104860,11/2019,14099,False,1,14099,tasado,,perfecto
550,838,4035,3,2,75,118968,06/2014,8299,False,1,8299,tasado,,perfecto
580,958,5166,1,2,136,46566,01/2024,23999,False,1,23999,tasado,,perfecto
340,564,2897,1,1,150,103607,07/2014,17099,False,1,17099,tasado,,perfecto
570,898,4637,1,2,163,100400,09/2020,26699,False,1,26699,tasado,,perfecto
60,78,266,2,1,90,115563,08/2014,13399,False,1,13399,tasado,,perfecto
670,1127,6157,1,2,165,87982,07/2017,15999,False,1,15999,tasado,,perfecto
130,160,937,3,1,190,51250,12/2017,22299,False,1,22299,tasado,,perfecto
590,962,5192,3,2,117,72482,02/2017,14099,False,1,14099,tasado,,perfecto
860,1362,7441,1,3,122,35316,06/2019,21799,False,1,21799,tasado,,perfecto
190,267,1468,3,1,100,94539,04/2018,13699,False,1,13699,tasado,,perfecto
345,626,3120,3,2,150,27621,03/2024,24799,False,1,24799,tasado,,perfecto
670,1106,5975,3,2,101,47251,12/2020,11499,False,1,11499,tasado,,perfecto
650,1080,5790,1,2,140,97824,12/2018,12199,False,1,12199,tasado,,perfecto
130,158,831,1,1,150,33883,12/2022,27599,False,1,27599,tasado,,perfecto
60,105,628,1,1,190,144572,07/2015,19399,False,1,19399,tasado,,perfecto
580,958,5166,1,2,136,68435,04/2021,19999,False,1,19999,tasado,,perfecto
189,322,1790,1,2,300,85748,12/2018,28999,False,1,28999,tasado,,perfecto
860,1362,7441,1,3,122,21982,05/2022,25399,False,1,25399,tasado,,perfecto
550,849,4116,3,2,121,61465,08/2019,16899,False,1,16899,tasado,,perfecto
860,1392,7566,3,1,125,131297,05/2014,15099,False,1,15099,tasado,,perfecto
280,448,2139,3,2,70,45547,06/2021,12199,False,1,12199,tasado,,perfecto
425,727,3588,1,2,120,81907,06/2019,14299,False,1,14299,tasado,,perfecto
905,1475,8081,1,2,150,50249,09/2022,29199,False,1,29199,tasado,,perfecto
425,725,3577,3,1,115,111379,05/2015,13399,False,1,13399,tasado,,perfecto
800,1257,7022,3,2,150,63613,12/2022,25099,False,1,25099,tasado,,perfecto
790,1233,6869,3,2,110,83800,06/2021,14799,False,1,14799,tasado,,perfecto
60,105,628,1,1,190,87199,08/2018,29599,False,1,29599,tasado,,perfecto
425,694,3450,3,2,101,17630,11/2024,17799,False,1,17799,tasado,,perfecto
345,613,3066,3,1,115,130001,04/2014,11999,False,1,11999,tasado,,perfecto
130,159,877,1,1,150,37050,02/2022,32199,False,1,32199,tasado,,perfecto
670,1130,6174,3,1,120,75238,04/2018,17599,False,1,17599,tasado,,perfecto
650,1076,5759,3,2,75,58441,03/2017,8599,False,1,8599,tasado,,perfecto
345,604,3024,3,1,115,63474,11/2018,13199,False,1,13199,tasado,,perfecto
670,1130,6172,1,1,130,61398,07/2020,20499,False,1,20499,tasado,,perfecto
194,350,1916,3,2,101,26684,11/2020,13099,False,1,13099,tasado,,perfecto
670,1106,5979,3,1,102,23690,10/2023,15499,False,1,15499,tasado,,perfecto
225,1029,5471,3,2,140,79233,02/2020,16899,False,1,16899,tasado,,perfecto
790,1235,6914,1,2,150,93459,06/2020,18499,False,1,18499,tasado,,perfecto
425,725,3570,3,2,132,119301,10/2019,13999,False,1,13999,tasado,,perfecto
189,324,1800,1,2,310,70745,03/2021,30999,False,1,30999,tasado,,perfecto
650,1065,5653,3,2,75,107308,01/2020,9499,False,1,9499,tasado,,perfecto
60,80,284,3,1,110,109058,03/2015,14399,False,1,14399,tasado,,perfecto
190,278,1555,3,1,120,121948,03/2016,11199,False,1,11199,tasado,,perfecto
425,727,3590,3,2,85,59630,07/2021,14399,False,1,14399,tasado,,perfecto
670,1119,6102,1,2,165,124368,11/2017,11699,False,1,11699,tasado,,perfecto
800,1259,7048,1,1,105,137529,03/2014,11099,False,1,11099,tasado,,perfecto
570,898,4638,1,1,135,107615,09/2019,22499,False,1,22499,tasado,,perfecto
860,1398,7599,1,3,116,35171,08/2022,24799,False,1,24799,tasado,,perfecto
860,1362,7442,1,3,184,51700,01/2020,22999,False,1,22999,tasado,,perfecto
720,1174,6439,3,2,90,106123,08/2015,9299,False,1,9299,tasado,,perfecto
130,176,1161,1,3,292,75336,12/2020,29899,False,1,29899,tasado,,perfecto
860,1397,7592,3,2,110,24244,07/2017,14699,False,1,14699,tasado,,perfecto
905,1427,7781,3,1,116,21561,12/2023,24499,False,1,24499,tasado,,perfecto
425,708,3494,1,3,141,74952,04/2021,19699,False,1,19699,tasado,,perfecto
190,271,1502,3,1,102,72385,06/2019,10299,False,1,10299,tasado,,perfecto
345,615,3076,1,3,141,50991,09/2020,17699,False,1,17699,tasado,,perfecto
40,46,169,1,1,190,118875,12/2021,23799,False,1,23799,tasado,,perfecto
60,101,598,3,1,150,156427,08/2016,16599,False,1,16599,tasado,,perfecto
345,612,3063,3,2,125,67940,07/2016,11399,False,1,11399,tasado,,perfecto
670,1127,6148,3,2,130,78683,05/2016,8599,False,1,8599,tasado,,perfecto
810,1290,7191,1,1,115,99067,03/2019,12999,False,1,12999,tasado,,perfecto
670,1106,5981,3,1,75,86767,11/2016,8999,False,1,8999,tasado,,perfecto
860,1355,7404,3,1,90,126978,02/2015,10899,False,1,10899,tasado,,perfecto
225,1046,5533,1,3,204,67905,04/2025,31499,False,1,31499,tasado,,perfecto
60,83,338,3,1,115,132766,12/2017,15499,False,1,15499,tasado,,perfecto
194,350,1915,3,2,73,39517,11/2018,9499,False,1,9499,tasado,,perfecto
345,626,3120,3,2,150,66838,12/2022,23399,False,1,23399,tasado,,perfecto
550,849,4113,3,1,105,84895,04/2016,14699,False,1,14699,tasado,,perfecto
40,46,169,1,1,190,84287,02/2020,24599,False,1,24599,tasado,,perfecto
235,413,2063,1,2,181,58044,03/2022,22199,False,1,22199,tasado,,perfecto
345,602,3003,3,2,84,14264,02/2022,15399,False,1,15399,tasado,,perfecto
130,175,1128,1,2,192,58480,04/2019,26599,False,1,26599,tasado,,perfecto
670,1127,6159,1,1,180,98358,03/2018,17799,False,1,17799,tasado,,perfecto
60,100,591,1,1,150,15286,09/2023,32799,False,1,32799,tasado,,perfecto
190,292,1642,3,2,82,70330,04/2019,8499,False,1,8499,tasado,,perfecto
285,525,2680,3,1,120,103568,06/2022,16599,False,1,16599,tasado,,perfecto
670,1127,6151,3,1,120,82095,12/2014,9599,False,1,9599,tasado,,perfecto
810,1283,7153,1,2,163,16966,09/2024,22399,False,1,22399,tasado,,perfecto
670,1126,6138,3,2,131,76280,02/2020,14499,False,1,14499,tasado,,perfecto
